"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"287","paris-makeup-true-natural-glow-illuminator-highlighter-day-radiant-glow","great value","yes","loved the product definitely will buy again",2024-02-22,5,"verified purchase"
"288","paris-makeup-true-natural-glow-illuminator-highlighter-day-radiant-glow","seamless glow","mizz kb","i love this as a bare facial moisturizer while we were on vacation and afterward it enhanced my tan and gave my skin a healthy glow i will definitely uy again",2024-02-04,5,"verified purchase"
"289","paris-makeup-true-natural-glow-illuminator-highlighter-day-radiant-glow","love","karen lynch","i use this as an everyday light tint foundation i have gotten so many complements on how glowy my skin looks i will say that i wish they had more shades of this glotion as this one does not match my skin perfectly i also will mix some of this with my foundation on nights out to add an extra glowy look",2024-01-20,5,"verified purchase"
"290","paris-makeup-true-natural-glow-illuminator-highlighter-day-radiant-glow","shiny  sticky","r  t justice","i like the color it give your skin it looks healthy and sun kissed it might be a bit too shiny for some  i didnt care for how it felt sticky and kinda wet for hours after applying",2024-01-28,5,"verified purchase"
"291","paris-makeup-true-natural-glow-illuminator-highlighter-day-radiant-glow","that glow","shopper","i love this makeup  it makes my skin glow and looks so natural",2024-02-18,4,"verified purchase"
"292","paris-makeup-true-natural-glow-illuminator-highlighter-day-radiant-glow","amazing product","sandra candido","this product is amazing ",2024-02-17,5,"verified purchase"
"293","paris-makeup-true-natural-glow-illuminator-highlighter-day-radiant-glow","works great on my skin","amazon customer","great to use as a highlighter or mix it with a moisturizer",2024-02-17,5,"verified purchase"
"294","paris-makeup-true-natural-glow-illuminator-highlighter-day-radiant-glow","not likely to buy again","amazon customer","an okay product",2024-02-08,5,"verified purchase"
"295","paris-makeup-true-natural-glow-illuminator-highlighter-day-radiant-glow","quick and easy","consumer","a quick lotion to use when not wearing make up i use this under make up or by itself it leaves a highlight  so there is shimmer would love it if they mad e a version without the glitter but still leaves skin looking healthier",2024-01-16,5,"verified purchase"
"296","paris-makeup-true-natural-glow-illuminator-highlighter-day-radiant-glow","holy grail","amazon customer","i purchased the deep glow shade i have mixed it in with my lotion as well as my foundation both provide a bronzed glowy look if youre mixing with lotion make sure to blend it into the face well to avoid any patchiness but if you smooth it out properly it looks great it hasnt caused any irritation to my very sensitive skin i will definitely repurchase",2024-01-19,4,"verified purchase"
"297","paris-makeup-true-natural-glow-illuminator-highlighter-day-radiant-glow","amazing ","caroline","such a awesome product super glowy and smooth",2024-02-16,4,"verified purchase"
"298","paris-makeup-true-natural-glow-illuminator-highlighter-day-radiant-glow","love this product","caytie","gives you a great glow i need to go down a color but i do mix it with my foundation and it gives me a bronze finish i love",2024-02-01,5,"verified purchase"
"299","paris-makeup-true-natural-glow-illuminator-highlighter-day-radiant-glow","great","caytie","great product",2024-02-20,5,"verified purchase"
"300","paris-makeup-true-natural-glow-illuminator-highlighter-day-radiant-glow","nice","alyssa bohringer","very shiny",2024-02-26,5,"verified purchase"
"301","maybelline-volumizing-buildable-lengthening-multiplying",NA,"tanya","as for volume this is not good at all but wow the length and longevity is insane love it for natural long lashes",2024-01-28,4,"verified purchase"
"302","maybelline-volumizing-buildable-lengthening-multiplying",NA,"andra p","i had heard all the rave reviews about this mascara and thought i would give it a go and it has honestly lived up to all the hype such a great mascara that isnt clumpy and makes your lashes long and really pretty this is my go to now and i will continue to buy and even better is the price",2023-08-29,5,"verified purchase"
"303","maybelline-volumizing-buildable-lengthening-multiplying",NA,"bria","the product is good and is very easy to apply but i still think that my maybelline colossal makes my lashes thicker but maybe i need to apply a few coats to get the desired effect",2022-12-13,3,"verified purchase"
"304","maybelline-volumizing-buildable-lengthening-multiplying",NA,"rebekah stanley","good brush but it still flakes",2021-10-27,5,"verified purchase"
"305","maybelline-volumizing-buildable-lengthening-multiplying",NA,"helen","truly great my eyelashes are looking long and beautifulwould definitely recommend",2021-08-04,5,"verified purchase"
"306","maybelline-volumizing-buildable-lengthening-multiplying",NA,"chie","exactly as described",2023-01-18,4,"verified purchase"
"307","maybelline-volumizing-buildable-lengthening-multiplying",NA,"rosario","this mascara is very nice and lengthening",2022-12-29,3,"verified purchase"
"308","maybelline-volumizing-buildable-lengthening-multiplying",NA,"mn","i have south east asian eyelashes and they are great at keeping the curl i curl then apply mascara for up to  hours no setting sprays doesnt clump much provided i dont really layer",2023-02-26,5,"verified purchase"
"309","maybelline-volumizing-buildable-lengthening-multiplying",NA,"piper","nice mascara that actually lengthens the look of lashes doesnt smudge but is gentle",2023-01-13,5,"verified purchase"
"310","maybelline-volumizing-buildable-lengthening-multiplying",NA,"b r","everytime i use this mascara my eye are so ichy there must be something wrong with it",2022-04-29,5,"verified purchase"
"311","maybelline-volumizing-buildable-lengthening-multiplying",NA,"tanya","absolutely love this product it is so amazing one of the best black mascaras i have ever used lasts a long time with minimal smudging unfortunately if you have overly oily skin it may smudge more when hot or humid but overall is a great buy and value for money",2024-01-28,4,"verified purchase"
"312","maybelline-volumizing-buildable-lengthening-multiplying",NA,"andra p","this mascara is the best one that ive used so far package arrived within two days very happy",2023-08-29,5,"verified purchase"
"313","maybelline-volumizing-buildable-lengthening-multiplying",NA,"kindle customer","i thought this would be another item that was hyped up on tiktok that would not perform as good on me as it does on everyone else but i was wrong this is a fantastic mascara yet i will note that i think you may need to already have long lashes for this mascara to work well",2024-01-31,3,"verified purchase"
"314","maybelline-volumizing-buildable-lengthening-multiplying",NA,"ann","quality product lashes always look longer and fuller with this ondont use anything else",2022-09-05,4,"verified purchase"
"315","maybelline-volumizing-buildable-lengthening-multiplying",NA,"indi","i read the hype about this mascara and had high hopes  however i found it did nothing to my lashes  so im really disappointed",2021-04-19,5,"verified purchase"
"316","maybelline-volumizing-buildable-lengthening-multiplying",NA,"sharlene","there is so much hype about this mascara but as many other reviews the wand isnt strong enough to give a full brush for coverage on the eyelashes ive had friends use and they got great results but as many others have reviewed the wand isnt up to the job in my case will go back to maybelline full and soft",2022-09-05,5,"verified purchase"
"317","maybelline-volumizing-buildable-lengthening-multiplying",NA,"rachael a creighan","wife happy",2023-01-18,5,"verified purchase"
"318","maybelline-volumizing-buildable-lengthening-multiplying",NA,"jody","no clumps and i love how small the applicator is very convenient",2022-05-29,2,"verified purchase"
"319","maybelline-volumizing-buildable-lengthening-multiplying",NA,"grant konias","such a good price and gives you fabulous long lashes",2022-10-01,2,"verified purchase"
"320","maybelline-volumizing-buildable-lengthening-multiplying",NA,"lauren","disappointed not as expected wont buy again lesson learned  a bargain is not always a bargain just because its less expensive",2022-06-16,5,NA
"321","maybelline-volumizing-buildable-lengthening-multiplying",NA,"tanya","this makes my eyelashes look so long  also as it is waterproof i dont have to worry about mascara brushing off on my glasses and causing streaks",2024-01-28,4,"verified purchase"
"322","maybelline-volumizing-buildable-lengthening-multiplying",NA,"andra p","if you have long lashes like me i prefer a short mascara wand as this mascara had a very long and flimsy wandi wouldnt buy this again but ill continue using it as it does give me volume and brightens my eyes",2023-08-29,5,"verified purchase"
"323","maybelline-volumizing-buildable-lengthening-multiplying",NA,"neelz","amazing",2021-09-09,3,"verified purchase"
"324","maybelline-volumizing-buildable-lengthening-multiplying",NA,"c","mascara really clumpy",2021-07-09,5,"verified purchase"
"325","maybelline-volumizing-buildable-lengthening-multiplying",NA,"izzy brown","been trying to find a good affordable mascara for so long and i was thoroughly impressed with this product it adds so much length and volume to my lashes this is my new holy grail",2022-09-14,3,"verified purchase"
"326","maybelline-volumizing-buildable-lengthening-multiplying",NA,"can still hear lots of noise stick to the ones from the chemist","quite like this but isnt quite as volumising as benefit roller last still use it regularly",2023-10-27,5,"verified purchase"
"327","maybelline-volumizing-buildable-lengthening-multiplying",NA,"sara mackay","this mascara is very lengthening and easy to use i can see why so many people love it definitely would buy again",2021-03-28,1,"verified purchase"
"328","maybelline-volumizing-buildable-lengthening-multiplying",NA,"meagan james","what they all say is true my lashes are straight and lifeless i have never seen anything bring it to life like this mascara i am amazed",2022-01-21,5,"verified purchase"
"329","maybelline-volumizing-buildable-lengthening-multiplying",NA,"tess","so clumpy and hard to take off felt like had been a kidnap victim after duct tape was ripped off tried several times to use it and gently remove it but think i would rather save this for wearing in my casket when i go to sleep forever sticking with fullnsoft waterproof",2021-10-10,5,"verified purchase"
"330","maybelline-volumizing-buildable-lengthening-multiplying",NA,"jarin tasnim","this mascara is great value and does the job usually spend  times this amount on mascara but wont be anymore",2021-04-23,5,"verified purchase"
"331","maybelline-volumizing-buildable-lengthening-multiplying",NA,"tanya","nothing special about this mascara it works like a regular mascara on me",2024-01-28,4,"verified purchase"
"332","maybelline-volumizing-buildable-lengthening-multiplying",NA,"andra p","i have used many maybelline mascaras in my time and this by far is the best one",2023-08-29,5,"verified purchase"
"333","maybelline-volumizing-buildable-lengthening-multiplying",NA,"ash","i use this mascara with loral primer mascara works magic",2021-11-15,3,"verified purchase"
"334","maybelline-volumizing-buildable-lengthening-multiplying",NA,"antr","trust me this mascara is heaven",2021-09-15,3,"verified purchase"
"335","maybelline-volumizing-buildable-lengthening-multiplying",NA,"ag","love this mascara goes on well and the applicator is a great size",2021-12-27,5,"verified purchase"
"336","maybelline-volumizing-buildable-lengthening-multiplying",NA,"rebecca g","product did not come up to expectations doesnt do as promised in the product description",2022-02-22,5,"verified purchase"
"337","maybelline-volumizing-buildable-lengthening-multiplying",NA,"jodie galloway","love this mascara great length and no smudge long lasting",2021-07-20,5,"verified purchase"
"338","maybelline-volumizing-buildable-lengthening-multiplying",NA,"harold","are you buying this because you saw people on tiktok use it save your money and dont it doesnt actually go much in terms of lengthening unless you already have long lashes the issue however is that it doesnt come off its waterproof and the water proof oil based makeup removers do nothing for it it makes my lashes feel very very heavy and ive lost allot of lashes because of this not worth it",2021-08-12,5,"verified purchase"
"339","maybelline-volumizing-buildable-lengthening-multiplying",NA,"jaks","if you have long lashes already its definitely worth trying out this one love it",2021-08-26,3,"verified purchase"
"340","maybelline-volumizing-buildable-lengthening-multiplying",NA,"yegs","i bought this mascara because everyone was saying how good it was it makes my lashes heavy clumpy and in terms of lengthening my already long lashes it did quite the opposite my lashes never looked worse they were weighed down by the waxy product abs i lost my curl also its impossible to take off if you care for your lashes buy something else",2021-03-29,5,"verified purchase"
"341","maybelline-volumizing-buildable-lengthening-multiplying",NA,"tanya","it is just not what i was expecting the product i received are not waterproof even though it was described like that",2024-01-28,4,"verified purchase"
"342","maybelline-volumizing-buildable-lengthening-multiplying",NA,"andra p","the best mascara i have owned it lifts and curls so impressed",2023-08-29,5,"verified purchase"
"343","maybelline-volumizing-buildable-lengthening-multiplying",NA,"jurgenmeister","really great mascara and cheaper than everywhere else",2022-11-20,3,"verified purchase"
"344","maybelline-volumizing-buildable-lengthening-multiplying",NA,"renata","this is everything all the influencers tell you amazing",2021-04-29,1,"verified purchase"
"345","maybelline-volumizing-buildable-lengthening-multiplying",NA,"jodie","nice length  brush works well",2021-06-06,5,"verified purchase"
"346","maybelline-volumizing-buildable-lengthening-multiplying",NA,"belinda lightfoot","when i saw the add i was like wow but once i received it nd tried the product it didnt worked as they advertised its bery poor quality and not up to the expectations i wasted my money on something that i cant use",2021-05-14,5,"verified purchase"
"347","maybelline-volumizing-buildable-lengthening-multiplying",NA,"nicola white","thought it was good upon application but when it came to removing the product it was so difficult and some of my natural lashes came out  so disappointed ill stick to the maybelline falsies mascara instead",2021-06-07,5,"verified purchase"
"348","maybelline-volumizing-buildable-lengthening-multiplying",NA,"salma","the item arrived with a bent wand making it unusable",2021-03-10,5,"verified purchase"
"349","maybelline-volumizing-buildable-lengthening-multiplying",NA,NA,"was excited to try this mascara but mine came like this",2021-04-16,1,"verified purchase"
"350","maybelline-volumizing-buildable-lengthening-multiplying",NA,"melissa mackintosh","incredibly difficult to remove dries fast upon application would not recommend",2022-04-17,1,"verified purchase"
"351","nyx-professional-makeup-shine-colour","the best longwear lip product ever","victoria","ive tried every brand every type every single and duo version this is the best the color goes on so nicely no messy application and it dries super fast just a tiny bit will go a long way with both parts of the product i can wear it for  hours without a budge or transfer at all nothing moves the gloss might need to be reapplied but the color doesnt go anywhere the biggest thing beyond that is that it doesnt dry my lips out usually when i wash it off longwear leaves my lips super dry and cracked this feels like i had chapstick on all day i wish this came in more colors i love it",2023-08-09,4,"verified purchase"
"352","nyx-professional-makeup-shine-colour","es espectacular me encanta y no se quita aunke pongas el gloss","jade rush","quede fascinada comprar ms puse una si gloss y la otra si se nota la diferencia",2022-07-21,5,"verified purchase"
"353","nyx-professional-makeup-shine-colour","mi favorito","courtney","se volvi mi favorito no se mueve aunque comas algo grasoso no reseca los labios y ya sea mate o con gloss se ve divino",2023-10-27,3,"verified purchase"
"354","nyx-professional-makeup-shine-colour","i love these ","karla","i love these i have several shades but these particular photos on amazon to not match the colors irl shade  looks purple in photos but its a dark brown not the shade i was looking for",2024-01-09,5,"verified purchase"
"355","nyx-professional-makeup-shine-colour","molto bello","karla","veramente bello dal colore brillante   veramente a lunga tenuta",2023-12-14,5,"verified purchase"
"356","nyx-professional-makeup-shine-colour","lasts all day","marian quintana","great product the color lasts all day if you apply it correctly",2023-09-27,5,"verified purchase"
"357","nyx-professional-makeup-shine-colour","love love love this product","marian quintana","for years i have been spending a lot of money trying to get a red lipstickstain that doesnt come off finally found it and its not even expensive this doesnt dry my lips has a very pretty clear coat it wont come off and i love the color matches my hot rod this does not dry your lips out either nothing is left behind on the glass when i drink or even use a napkin at dinner passes the kiss test too i cant even figure out how to get it off but im a little clued in the other day i was having dinner with friends and i was saying this lipstick wont come off but it did right where my lips were touching the salty rim of a margarita thats the only time i highly recommend this product ive been searching for many years and now have found it subscribed",2023-12-08,5,"verified purchase"
"358","nyx-professional-makeup-shine-colour","long lasting","patricia begley","i loved the color i got its not easy to remove i always have to put another liquid lipstick on top to try to get this one off its very long lasting so thats good ",2024-01-09,5,"verified purchase"
"359","nyx-professional-makeup-shine-colour","se seca muy rapido","cliente amazon","no s por qu cuando compro labiales en lnea salen malos se resecan bien feo",2023-08-17,4,"verified purchase"
"360","nyx-professional-makeup-shine-colour","bien","tt","si dura pero en mis labios se cuarte despus de un par de horas y se tiene que retocar el color es ms naranja que marrn",2023-09-17,5,"verified purchase"
"361","nyx-professional-makeup-shine-colour","mejor labial  hrs","victoria","me encanta este producto lo aplico una sola vez en el da y lo tengo todo el tiempo aun cuando como o bebo algo sigue ah el labial  lo recomiendo mucho en bodas te dejas de preocupar en retocarte los labios",2023-08-09,4,"verified purchase"
"362","nyx-professional-makeup-shine-colour","great but you need to apply it correctly","jade rush","at first i tried using it as a regular lipstick first the color i let it dry which doesnt take long and then followed with the shiny part after a couple minutes the color started creasing and creating awful patches i gave it another try first applying the color and then rubbing it with my fingertips until i got the desired color intensity then used the shiny part and it looked beautiful the color stayed for a long time",2022-07-21,5,"verified purchase"
"363","nyx-professional-makeup-shine-colour","product seal broken upon arrival","fernanda rodriguez","the seal on this was not intact",2023-11-22,3,"verified purchase"
"364","nyx-professional-makeup-shine-colour","fa quello che promette","angelicamco","acquisto e recensione di mia moglieil rossetto  molto pigmentato ed ha un colore intenso  davvero a lunga tenuta e no transfer lo applicate la mattina e potete stare sicure che la sera sar ancora ben presente somiglia molto sia per la nuance di colore che per la texture ad altri prodotti molto commerciali ma in pi punto a favore ha il suo gloss da applicare sopra che oltre a renderlo lucido serve per idratare le labbra punto a sfavore riguarda proprio lidratazione secca molto le labbra e necessita di ritocchi del gloss che ovviamente va via dopo pocorimane comunque un buon prodotto che sicuramente ricomprer in altre colorazioni",2023-07-20,5,"verified purchase"
"365","nyx-professional-makeup-shine-colour","buena frmula larga duracin","laurie","la frmula es buena y si no transfiere solo que el color es mucho ms oscuro de lo que parece en la muestra",2024-01-22,4,"verified purchase"
"366","nyx-professional-makeup-shine-colour","problema di tonalit","mar","il colore non  proprio uguale a quello in foto",2023-01-25,3,"verified purchase"
"367","nyx-professional-makeup-shine-colour","i need one in every color","katia juarez","follow the instructions and you cant go wrong the base level needs to set for at least  seconds before you add the clear base sometimes i even wait  minutes if i know its gonna be a long daynightthis is the best stay all day lip product i have ever owned ive gone to the club drank sweat and ate and it literally doesnt flinch the clear coat does have to be reapplied if you want the glossy look all night the one time that the lip color did start to come off after one drink i knew it was because i had been rushing at home and hadnt waited for the base layer to set like i usually do the only downside of this product is just a color theory type thing the color looks different on different skin tones which obviously cant be helped im black so it looked more red on me than burgundy recently got the green color and im even more in love with that one this is a product i definitely wanted to gate keep because i feel like its going to be sold out the next time i try to buy itfinal piece of advice close it tight when you are done the clear coat side of the tube has caught me slipping once or twice",2023-09-06,4,"verified purchase"
"368","nyx-professional-makeup-shine-colour","me encanta el color","regina","quizs la nica pega que le veo es que es un pco pegajoso",2023-11-21,4,"verified purchase"
"369","nyx-professional-makeup-shine-colour","belle couleur","friendly neighborhood kindle customer","la couleur est intense cest super trs bonne tenueattention il faut trs peu de matire pour la couleur bien ponger le pinceau le pinceau du gloss est trs agrable",2022-11-03,3,"verified purchase"
"370","nyx-professional-makeup-shine-colour","demasiado viral para lo que ofrece","sabri     ","confirmo que es un excelente producto sin embargo eso de que no se sale ni se transfiere y dura todo el da no aplica al menos para mi si debo aplicarlo al menos dos o tres veces al da sobretodo despus de los alimentos ya que se sale totalmente y quedan como manchas",2023-07-24,5,"verified purchase"
"371","nyx-professional-makeup-shine-colour","so so","victoria","the colour swatch on line makes this lipgloss seem lighter than what it really is  quite dark  also find the gloss you put over the stain is a bit sticky and wears off much quicker than what it states  not my favourite gloss  not sure ill ever wear it",2023-08-09,4,"verified purchase"
"372","nyx-professional-makeup-shine-colour","long lasting","jade rush","love lipstick that stays on and keeps it shine drink my coffee in the am and still on work long hours and when refreshing up still on making my day easier",2022-07-21,5,"verified purchase"
"373","nyx-professional-makeup-shine-colour","tenue extrme","kcbythec","livraison rapide produit super qui tient trs trs longtemps ",2023-09-25,3,"verified purchase"
"374","nyx-professional-makeup-shine-colour","amor y odio","crystal","me gusto el color la duracin el uso del brillo si no lo quieres mate todo bien solo que tiende hacer grumo luego de unas horas",2023-11-18,3,"verified purchase"
"375","nyx-professional-makeup-shine-colour","excelente","kashia mills","lo am pero si les recomiendo no ponerse nada en los labios antes o sea tener los labios totalmente secos porque si te pones por ejemplo chapstick antes se parte y no dura tanto pero  de  la verdad",2023-11-11,5,"verified purchase"
"376","nyx-professional-makeup-shine-colour","lovely","amazong","i personally didnt like it bc it makes my lips so dry and gluey but i got one for my sister and she is obsessed w it she asked me to buy  more for her the color is very beautiful",2023-08-04,5,"verified purchase"
"377","nyx-professional-makeup-shine-colour","kiss proof","andre naranjo basement","i love this liquid lipstick it is definitely kiss proof it stays on for a really long time which i love at first it is a bit sticky but it dries in a few minutes",2023-10-24,4,"verified purchase"
"378","nyx-professional-makeup-shine-colour","not my favorite","nicolero","i love nyx makeup so much but im kind of disappointed with this one i found myself reapplying the lipstick a lot more often than i needed to or wanted to i felt like the lipstick wasnt staying on and it felt like when i applied it would smear andor stick together i bought the same lipstick in a different color before this purchase and as well it did not work for me the color was a little different than what i saw on the listing but i did think it was still a pretty color of course i waited for the application to dry before adding the gloss part of the lipstick but again the color wouldnt stay",2023-06-20,5,"verified purchase"
"379","nyx-professional-makeup-shine-colour","not great","jennifer e","the one i received was used and openedit smelt weird and did not feel good on the lips",2023-10-29,4,"verified purchase"
"380","nyx-professional-makeup-shine-colour","bonito color","ashley","si quieres que se quede fijo durante ms tiempo poner sin brillo no reseca mucho",2023-06-19,5,"verified purchase"
"381","nyx-professional-makeup-shine-colour","no llen mis expectativas","victoria","el color del labial no me gust mucho ni la textura es un poco pegajoso mejor mucho cuando se aplica el brillo sobre el color pero la frmula no me agrad",2023-08-09,4,"verified purchase"
"382","nyx-professional-makeup-shine-colour","just okay","jade rush","good color payoff completely opaque upon first coat  the applicator however picks up and dispenses way too much product so its best to wipe or scrape some off of the applicator tip before applying directly to the lips  the texture is not too thick and lays comfortably on the lips  i dont have lip fillers so my lips have the usual lines and creases and the product cracks where the lines are after a couple hours of wear for me  the shade  on a mission isnt as vibrant as i had hoped  its more of a medium blue tone red  the gloss runs and doesnt stay on my lips but its not thick and helps to add moisture",2022-07-21,5,"verified purchase"
"383","nyx-professional-makeup-shine-colour","it stays one of my favorite colors","lina valencia","obviously this is going to vary from person to person but i love this color very much i have exactly two makeup looks dark eye and light lip and light eye and dark lip this is the color i use for look   i love it because it brightens up my face and it stays on forever  the gloss helps it from becoming too drying",2023-10-11,3,"verified purchase"
"384","nyx-professional-makeup-shine-colour","labial indeleble","ngoc","el color del labial es muy bonito pero me desagrado la sensacin como grumosa que deja y no es tan indeleble despus de comer prcticamente ya no quedaba nada del labialno lo volvera a comprarmi preferido sigue siendo el labial indeleble de revlon color stay no deja esa sensacin que para mi es muy desagradable y dura mucho ms",2023-05-13,3,"verified purchase"
"385","nyx-professional-makeup-shine-colour","stays on","carrie hall","this stuff is amazing not sticky doesnt  smell bad lasts all day and looks fantastic i got this red because i dont  look good with an orangered color this red has a blue undertone that looks better with my skintone because of my olive complexion buy it youll love it youre welcome",2023-08-24,3,"verified purchase"
"386","nyx-professional-makeup-shine-colour","stays for hours but comes out purple","carrie hall","this lipstick stays on for hours through whatever youre doing ive exercised worked a full  hour shift with a mask on and off every three minutes eaten big meals with all the fixings and kisses with this lipstick on and it dont budge at all i will say it comes out as a more purple color than a brown but i just like my lips with black and roll with it so i didnt mind much lol",2023-09-04,5,"verified purchase"
"387","nyx-professional-makeup-shine-colour","el tono y la duracin es muy buena","miriam","the media could not be loaded                                                                        pero la verdad el lado trasparente del labial se acaba muy rapido y si el el labian se ve cuarteado osea q compra  para q te duren",2023-09-01,5,"verified purchase"
"388","nyx-professional-makeup-shine-colour","amazing gloss","dor","the media could not be loaded                                                                                    the gloss is awesome i just wish it lasted longer i do have to reapply every  hours or so but the gloss is very smooth and comfortable to apply",2022-12-05,3,"verified purchase"
"389","nyx-professional-makeup-shine-colour","no me gusto","dor","se quita cuando mcomes o bebes algo y aparte segn ba pasando el tiempo se reseca muchsimo y se te descascara los labios no lo recomiendo",2023-10-19,5,"verified purchase"
"390","nyx-professional-makeup-shine-colour","bueno","princess peach","si se llega a desgastar",2023-04-04,5,"verified purchase"
"391","nyx-professional-makeup-shine-colour","senza infamia e senza lode","victoria","il prodotto  stato a lungo acclamato e pubblicizzato e forse questo fa s che le aspettative siano elevate  un prodotto resistente ma la stesura non  tra le pi confortevoli rispetto ad altri prodotti simili tinte labbra con un finish lucido la pecca che riscontro in questa nello specifico  che sbiadisce quasi subito nella parte pi interna della labbra lasciando un effetto come dopo aver consumato un pasto",2023-08-09,4,"verified purchase"
"392","nyx-professional-makeup-shine-colour","ultra resistente","jade rush","ottimo  davvero resistente ne ho comprato  bisogna mettere poco si fa fatica a toglierlo bisogna usare detergente waterprooflo consiglio se serve uno resistente",2022-07-21,5,"verified purchase"
"393","nyx-professional-makeup-shine-colour","love the product color pictured is all wrong","giovannab","i ordered this because i already have  other shades and love the product the lipstick itself is truly marvelous however theyve got it pictured here as a shade of purple very plum color its not its brown was quite disappointed when it showed up",2023-01-15,3,"verified purchase"
"394","nyx-professional-makeup-shine-colour","bought as a gift","rovena","given as a christmas gift",2023-09-09,3,"verified purchase"
"395","nyx-professional-makeup-shine-colour","beautiful  stay put","erin lynch","go on beautifully  after you let it dry it will stay the gloss is fabulous  will not effect the lipstick staying power",2023-01-13,5,"verified purchase"
"396","nyx-professional-makeup-shine-colour","love it","solo ","i have tried a ton of lipsticks and none are as good as this one i dont use the gloss ew but i apply a tiny amount of nyx metallic over it it lasts all day i get compliments regularlyeven from young women i am ",2023-01-15,3,"verified purchase"
"397","nyx-professional-makeup-shine-colour","bellsimo","miriam summers","el color es muy bonito resiste a la transferencia y dura mucho tiempo no te va a durar todo el da pero si mucho ms que los labiales convencionales",2023-09-05,4,"verified purchase"
"398","nyx-professional-makeup-shine-colour","long lasting","lisa","this is an liptstick that will last all day ford not dry out lips",2023-06-03,5,"verified purchase"
"399","nyx-professional-makeup-shine-colour","beautiful color but it arrived broken ","vanessa serrano","i have been very sad because i could not use it this one arrived with the closure broken right where it closes the shiny side came through fine but the colored side was the one that was ruined i used a translator i dont speak english",2023-07-07,5,"verified purchase"
"400","nyx-professional-makeup-shine-colour","es bueno","ede hirsch","en general bueno dura bastante lo nico que no me gusta es la sensacin que deja al aplicar la capa de color pero cuando aplicas el brillo encima ya se siente como un gloss normal s dura bastante no se embarra en el cubrebocas lo que no me convenci fue el color esperaba no fuera tan claro porque siento que no se me nota pero fuera de eso todo bien",2023-09-19,5,"verified purchase"
"401","l-f-poreless-primer-fluid-ounce","geruch","eva chen","ansicht einen guten primer aber der geruch isd unvertragbar man denkt dass die haut so riechen wrde nachdem man es mehrmals aufgetragen hat",2016-04-21,4,"verified purchase"
"402","l-f-poreless-primer-fluid-ounce","better than brands several times more expensive","bri","i saw this on a tiktok i know i know and my daughter had just ran out of her normal primer so i thought id give it a shot if it was awful id only be out a few bucks right she came home from school after having gym class that day with her makeup more intact than mine so now she has to share with me for onceits not a gross texture like some others that literally stick the makeup to your face not gluey or sticky but it issticky it goes on super smooth and makeup clings to it all day long",2024-02-24,3,"verified purchase"
"403","l-f-poreless-primer-fluid-ounce","must have for oily acne prone skin","rajeev","does what it claims",2019-11-12,5,"verified purchase"
"404","l-f-poreless-primer-fluid-ounce","gnial","nj","je suis fan ma crme teinte ou fond de teint tiennent  la perfection  je le recommande vivement trs bon produit",2016-03-22,5,"verified purchase"
"405","l-f-poreless-primer-fluid-ounce","precio","margarita","funciona bien como primer",2023-10-22,5,"verified purchase"
"406","l-f-poreless-primer-fluid-ounce","i like the primer and it arrived on time but it ","natasha","i like the primer and it arrived on time but it does have a very strong medicinal smell the cap is also poorly made so always falls off in my makeup bag however the primer itself is good",2016-03-18,5,"verified purchase"
"407","l-f-poreless-primer-fluid-ounce","ganz gut","mona jnger","sehr hydrierend fr meine haut fast zu viel meine haut war aber zufrieden ich reagiere of allergisch auf primer aber der hier brennt nicht beim abschminken ist nur etwas zu viel hydration fr mich braucht gut  min um halbwegs einzuziehen damit ich loslegen kann aber dafr brauch ich auch wenig produkt xd",2024-02-13,4,"verified purchase"
"408","l-f-poreless-primer-fluid-ounce","no more spots after applying makeup","emma","absolutely love this primer thought i would try it since it says blemish control and i find that makeup agrivates my acnemakes me flare upive really noticed the difference since using this product whenever i use it i never get spots compared to a few times where ive ran out and had to do my makeup without it and i immediately ended up with whiteheadsonly criticism is that you dont get a lot of product especially if youre using this everyday im now on my rd bottle in the space of a couple months however the price makes up for it considering the same product from a different brand would probably cost you more than double for the same sizewould love to see them bring out a larger size or different packaging to allow you to get the most product out of the bottle as the pump system doesnt always get all the product outoverall i love this primer and i wont be changing anytime soon",2019-04-08,4,"verified purchase"
"409","l-f-poreless-primer-fluid-ounce","guter primer","irem yarar","der primer ist fantastisch er glttet und meine foundation sieht vielll frischer aus jedoch liegt es daran das silikon im produkt ist und wir alle wissen das dies ungesund ist minuspunkt fr die silikone",2021-04-23,5,"verified purchase"
