"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"695","Revolution-Loose-Baking-Powder-Banana","I like the coverage, but the lid is very tiny","BUGET CHANTAL","The coverage on this powder is great for me, the only issue I have is the lid is very tiny and the powder requires a lot of shaking to get enough product out. I have to shake more into the lid 4-5 times because one brush tap will take up everything in the lid. It is a minor inconvenience and I do like the product, I just wish that the dispensing/holding of powder was more user friendly.","Reviewed in France on 24 February 2024","4.0 out of 5 stars","Verified Purchase"
"696","Revolution-Loose-Baking-Powder-Banana","LOTS of product","BUGET CHANTAL","I really like this powder as it applies to my skin super evenly and it is quite affordable compared to other brands such as HudaBeauty. My only complaint would the packaging is inconvenient and does make a mess, but overall it is worth the price.","Reviewed in France on 26 January 2024","4.0 out of 5 stars","Verified Purchase"
"697","Revolution-Loose-Baking-Powder-Banana","Good price","Amanda","Beautiful","Reviewed in the United States on 8 February 2024","4.0 out of 5 stars","Verified Purchase"
"698","Revolution-Loose-Baking-Powder-Banana","Good","Amanda","This is as good as much more expensive finishing powders I’ve used.","Reviewed in the United States on 18 February 2024","4.0 out of 5 stars","Verified Purchase"
"699","Revolution-Loose-Baking-Powder-Banana","Buona","RR","Ottima per qualità prezzo","Reviewed in the United Kingdom on 28 February 2024","4.0 out of 5 stars","Verified Purchase"
"700","Revolution-Loose-Baking-Powder-Banana","Missing item","EagsBeags","I am missing one of my items that was supposed to be delivered with the bookshelf holders. There's a thing of makeup and it wasn't in the same bag and I don't see that a second package was left","Reviewed in the United Kingdom on 26 January 2024","4.0 out of 5 stars","Verified Purchase"
"701","KIMUSE-Contour-1Contouring-Highlight","Great idea","Deirdre Bull","I like the combination of highlighter and contour. My makeup bag is full enough","Reviewed in Australia on 10 February 2024","3.8 out of 5 stars","Verified Purchase"
"702","KIMUSE-Contour-1Contouring-Highlight","Just what I was looking for, except....","LouieTJ","... it stinks.  I like both ends, the color I chose works for my skin.  I put highlighter and contour on under my foundation.  That may be what helps blending and the colors.  But, the fragrance is awful.","Reviewed in Australia on 17 November 2023","5.0 out of 5 stars","Verified Purchase"
"703","KIMUSE-Contour-1Contouring-Highlight","Bon produit","Byrd","Très bien fait son job","Reviewed in the United States on 27 January 2024","2.0 out of 5 stars","Verified Purchase"
"704","KIMUSE-Contour-1Contouring-Highlight","Not the greatest","Kindle Customer","Works ok but does not spread out very easily. Would prefer something different.","Reviewed in the United States on 5 November 2023","4.0 out of 5 stars","Verified Purchase"
"705","KIMUSE-Contour-1Contouring-Highlight","Easily breaks","Laurie","Works good, the highlighter isn’t very bright though and it’s pretty fragile.","Reviewed in France on 11 July 2023","4.0 out of 5 stars","Verified Purchase"
"706","KIMUSE-Contour-1Contouring-Highlight","Meh","oshalynn","It is a good product but one side doesn't twist open.","Reviewed in the United States on 21 January 2024","4.0 out of 5 stars","Verified Purchase"
"707","KIMUSE-Contour-1Contouring-Highlight","Perfect","Jamie","This is the perfect color for my completion and works great.","Reviewed in the United States on 8 October 2023","3.0 out of 5 stars","Verified Purchase"
"708","KIMUSE-Contour-1Contouring-Highlight","I would’ve given 5⭐️ but…","Keyara Cooper","I love this product but the caps break and won’t stay on. Hard to keep in your makeup bag with the caps always coming off.","Reviewed in Canada on 25 September 2023","4.0 out of 5 stars","Verified Purchase"
"709","KIMUSE-Contour-1Contouring-Highlight","Very nice","Tiffany Copple","It goes on smoothly, it matches my skin more than I’d like but I use it often","Reviewed in the United States on 4 January 2024","2.0 out of 5 stars","Verified Purchase"
"710","KIMUSE-Contour-1Contouring-Highlight","hard to blend","jennifer lewis","It’s a good product, good color. But it’s hard to blend out. and can leave smudges and stuff. Would suggest finding something more blendable. But it works👍🏻","Reviewed in the United States on 8 June 2023","5.0 out of 5 stars","Verified Purchase"
"711","KIMUSE-Contour-1Contouring-Highlight","Meh","Deirdre Bull","I gave it a crappy review because it kind of sucked for me.  I have very fair skin and I went with the W02 medium, which is probably my own fault for picking that color.  But the brown is so light it almost looks orange.  It really is that light.  It was my first time trying a cream contour which maybe my own inexperience, but I didn't like the feel of it.  It felt like a Crayola crayon on my face.  The stuff was very hard to blend and the colors didn't work well together either.  I really regret buying it.  Maybe trying a different color would be better, but I just didn't like it.","Reviewed in Australia on 10 February 2024","3.8 out of 5 stars","Verified Purchase"
"712","KIMUSE-Contour-1Contouring-Highlight","Bouchons de très mauvaise qualité","LouieTJ","Quel dommage que les 2 bouchons se cassent très rapidement, car le produit en lui-même est très bien et s’applique facilement.","Reviewed in Australia on 17 November 2023","5.0 out of 5 stars","Verified Purchase"
"713","KIMUSE-Contour-1Contouring-Highlight","Good coverage for contouring","EB","Good coverage for contouring. However, the color I ordered is a bit more orange than I would have liked. I originally ordered this because I wanted to try a cream contour. I think I actually prefer a powder contour.","Reviewed in the United States on 30 December 2022","2.0 out of 5 stars","Verified Purchase"
"714","KIMUSE-Contour-1Contouring-Highlight","Lindo y remarca","Amazon Customer","Me parece un buen producto, el contorno remarca los pómulos y el iluminador brilla no tanto pero si es muy bueno","Reviewed in France on 24 July 2023","3.0 out of 5 stars","Verified Purchase"
"715","KIMUSE-Contour-1Contouring-Highlight","Love it but...","TK Shopper","I use this everyday and the pigment and texture is great my only problem is it gives me blackheads and makes me break out, also it doesn't last it seems to wear off half way through the day","Reviewed in the United States on 4 July 2023","2.0 out of 5 stars","Verified Purchase"
"716","KIMUSE-Contour-1Contouring-Highlight","Makeup","Maclu","I’m still learning how to do my own makeup but this was definitely something I will buy again, it gives my nose the perfect shape lol","Reviewed in the United States on 13 April 2023","3.0 out of 5 stars","Verified Purchase"
"717","KIMUSE-Contour-1Contouring-Highlight","Kimuse contour and highlight stick","Yello_dog:)","It’s a great color for my skin tone and easy to blend.","Reviewed in the United States on 21 May 2023","4.0 out of 5 stars","Verified Purchase"
"718","KIMUSE-Contour-1Contouring-Highlight","Nice size","Hannah Rossyion","Nice size the highlighter part your make up gets on it.","Reviewed in the United States on 9 March 2023","3.0 out of 5 stars","Verified Purchase"
"719","KIMUSE-Contour-1Contouring-Highlight","Love it","Maria H.","This is the nicest product. It goes on smooth and it contours well. The color is a bit on the darker side but other then that I love how easy it glides.","Reviewed in the United States on 30 April 2023","4.0 out of 5 stars","Verified Purchase"
"720","KIMUSE-Contour-1Contouring-Highlight","Contorno en barra","Zoie","Me agrada la textura pero el pigmento es muy pobre Casi no deja muy marcado","Reviewed in the United States on 5 August 2023","4.0 out of 5 stars","Verified Purchase"
"721","KIMUSE-Contour-1Contouring-Highlight","It’s not good","Deirdre Bull","Both sides caps broke after like 2 days and it is very hard to blend in","Reviewed in Australia on 10 February 2024","3.8 out of 5 stars","Verified Purchase"
"722","KIMUSE-Contour-1Contouring-Highlight","Es buena","LouieTJ","No está tan mal, pero no tiene una buena cobertura toca usar mucho producto.  Las tapas se parten muy rápido","Reviewed in Australia on 17 November 2023","5.0 out of 5 stars","Verified Purchase"
"723","KIMUSE-Contour-1Contouring-Highlight","Could be softer","Kennedy King","Not as pigmented and soft as it could be","Reviewed in the United States on 24 November 2023","2.0 out of 5 stars","Verified Purchase"
"724","KIMUSE-Contour-1Contouring-Highlight","Two for One","Doris Diaz","I like this highlighter/bronzer/contour, it's a really a nice beauty product, it's like getting two for the price of one.  I've used other contour products and they made me look kind of orange, but the colors with this company are good for my complexion.  I also like the creamy consistency.","Reviewed in the United States on 13 February 2023","2.0 out of 5 stars","Verified Purchase"
"725","KIMUSE-Contour-1Contouring-Highlight","I love product but tops are easily cracked.","Cristina ortiz","Product blends smoothly& lasts throughout the day but packaging needs to be stepped up as the clear tops have broken on each end of the wand.","Reviewed in the United States on 3 July 2023","4.0 out of 5 stars","Verified Purchase"
"726","KIMUSE-Contour-1Contouring-Highlight","my favorite","Amazon Customer","one of my go tos when doing a full face makeup look. It blends so smoothly and doesnt cake up & it has coverage for building up contour","Reviewed in the United States on 13 June 2023","3.0 out of 5 stars","Verified Purchase"
"727","KIMUSE-Contour-1Contouring-Highlight","Love!","Mandy","It’s actually great but when I first got it it was pretty hot and kind of melted so I put it in the fridge for about 5 mins. Other than that it’s a great highlighter and contour stick","Reviewed in the United States on 3 January 2023","5.0 out of 5 stars","Verified Purchase"
"728","KIMUSE-Contour-1Contouring-Highlight","Inconsistent Color","kay 🪬","Loved my first one despite the awful caps that broke within a week. On my reorder the color was NOT the same as my first one. I bought ALL the colors and not one matches the original.Back to my search for a product I can reasonably rely upon.","Reviewed in the United States on 31 August 2023","4.0 out of 5 stars","Verified Purchase"
"729","KIMUSE-Contour-1Contouring-Highlight","So creamy and blendable","Anislei","Love how smoothly this applies and blends. The color is nice with my pinky undertones. I do like the contour more than the highlighter though, the highlighter has a little bit of a shadow on my skin.","Reviewed in the United States on 11 July 2023","5.0 out of 5 stars","Verified Purchase"
"730","KIMUSE-Contour-1Contouring-Highlight","Its ok","corgimom","Smooth to apply, decent packaging.  The coloring of the contour end was a bit off for me, but I’m making it work —wish it had more girth —overall it’s ok","Reviewed in the United States on 20 September 2023","5.0 out of 5 stars","Verified Purchase"
"731","KIMUSE-Contour-1Contouring-Highlight","Me gusto.","Deirdre Bull","Buen producto ...","Reviewed in Australia on 10 February 2024","3.8 out of 5 stars","Verified Purchase"
"732","KIMUSE-Contour-1Contouring-Highlight","Very warm tone","LouieTJ","If you want BRONZER then this is a decent product. It blends fairly well, but it is not a cool tone contour","Reviewed in Australia on 17 November 2023","5.0 out of 5 stars","Verified Purchase"
"733","KIMUSE-Contour-1Contouring-Highlight","This works great","D01-021242","This replaced my NYX highlighter/ concealer. I was not finding the NYX and this works great for less money. The only problem is with the covers for the ends. They crack and  no longer snap on. I had the same issue with the NYX. Hopefully a new design would help the packaging .","Reviewed in the United States on 18 February 2023","2.0 out of 5 stars","Verified Purchase"
"734","KIMUSE-Contour-1Contouring-Highlight","Contour is nice but highlighter is not very pigmented.","Molly","I enjoyed the contour stick, but  I did not enjoy the highlighter as much as I anticipated. The highlighter is quite weak in pigment, lacks that white that shines. The contour on the other hand, was quite nice. It’s not super dark and it’s quite milky.","Reviewed in the United States on 8 March 2023","4.0 out of 5 stars","Verified Purchase"
"735","KIMUSE-Contour-1Contouring-Highlight","Travel worthy","Suzie Q","Bought this for a cruise vacation instead of taking all my makeup! Need to blend it a little more than typical cream based makeup but it travels very well and fits in my purse if I need a touch yp’","Reviewed in the United States on 27 March 2023","3.0 out of 5 stars","Verified Purchase"
"736","KIMUSE-Contour-1Contouring-Highlight","Love!","Alexa","Honestly I’m pretty impressed with this contour stick. I was iffy a out ordering a brand I’m not familiar with but needed a cool toned contour color that didn’t break the bank. Goes on and blends really well.","Reviewed in the United States on 5 October 2022","5.0 out of 5 stars","Verified Purchase"
"737","KIMUSE-Contour-1Contouring-Highlight","Great color!","Allison k","This goes on very smooth and has great color for my fair skin tone.","Reviewed in the United States on 7 May 2023","3.0 out of 5 stars","Verified Purchase"
"738","KIMUSE-Contour-1Contouring-Highlight","Great","Crystina Herrera","Looks great","Reviewed in the United States on 27 April 2023","5.0 out of 5 stars","Verified Purchase"
"739","KIMUSE-Contour-1Contouring-Highlight","Just okay","T T","Not as blendable as I would like and the color is more orange than expected. I got the fair color combo hoping it would be a cooler hue.","Reviewed in the United States on 7 July 2023","5.0 out of 5 stars","Verified Purchase"
"740","KIMUSE-Contour-1Contouring-Highlight","Amazing  count our stick","Brittney Rozier","Excellent ! The color is matching great in my skin color, and my nose looks so thin to instant lifting effect. I only have to say that I recommend it 100%","Reviewed in the United States on 1 September 2023","5.0 out of 5 stars","Verified Purchase"
"741","KIMUSE-Contour-1Contouring-Highlight","Smooth Sailing","Deirdre Bull","I like that the item is compact and goes on smooth. So blendable! Love it and will order again!","Reviewed in Australia on 10 February 2024","3.8 out of 5 stars","Verified Purchase"
"742","KIMUSE-Contour-1Contouring-Highlight","Found it not as great as expected","LouieTJ","The stick was drier than expected and pulled on my skin as I used it.  I wouldn't purchase this again","Reviewed in Australia on 17 November 2023","5.0 out of 5 stars","Verified Purchase"
"743","KIMUSE-Contour-1Contouring-Highlight","Hardley a bronzer","Gail R","The colors were off- a very light brown and a very light nude. Not sure how either of those could be used to contour or bronze","Reviewed in the United States on 25 May 2023","2.0 out of 5 stars","Verified Purchase"
"744","KIMUSE-Contour-1Contouring-Highlight","Do not buy","SKS","Product goes on waaay too sheer for a contour stick. The brown is ORANGE, not brown. Looks so unflattering. Packaging is cute, but not functional.","Reviewed in the United States on 18 November 2022","5.0 out of 5 stars","Verified Purchase"
"745","KIMUSE-Contour-1Contouring-Highlight","It’s good","Maris","Not great","Reviewed in the United States on 26 January 2024","3.0 out of 5 stars","Verified Purchase"
"746","KIMUSE-Contour-1Contouring-Highlight","broken","K’s Bargains","the plastic was broken and the stick was smushed","Reviewed in the United States on 29 July 2023","1.0 out of 5 stars","Verified Purchase"
"747","KIMUSE-Contour-1Contouring-Highlight","Good contour but bad highlighter","Laura","To sum it up the contour is like any other it’s very smooth and easy to blend. But the highlighter doesn’t appear at all it blends into nothing unfortunately.","Reviewed in the United States on 20 February 2023","2.0 out of 5 stars","Verified Purchase"
"748","KIMUSE-Contour-1Contouring-Highlight","Not what I was expecting.","Sophie Yuck","Doesn't apply as nicely as I thought it would.","Reviewed in the United States on 9 January 2023","3.0 out of 5 stars","Verified Purchase"
"749","KIMUSE-Contour-1Contouring-Highlight","It’s ok","Bessy Reyes","The highlight is hard to blend..","Reviewed in the United States on 14 March 2023","3.0 out of 5 stars","Verified Purchase"
"750","KIMUSE-Contour-1Contouring-Highlight","Great product","Amazon Customer","Colors come up well on my medium skin tone, easy on the go for adding dimension to your skin.","Reviewed in the United States on 26 February 2024","5.0 out of 5 stars","Verified Purchase"
"751","Conceal-Correct-Contour-Palette-3CP01","naja","Natascha","Erfüllt seinen Zweck ist aber von der Konsistenz nicht unbedingt die beste ""contur"" Palette sonnst bin ich aber zu Frieden","Reviewed in Germany on 18 October 2015","4.0 out of 5 stars","Verified Purchase"
"752","Conceal-Correct-Contour-Palette-3CP01","Make-up Nyx","Faith30","I love it! The package is in good condition and It arrived faster than I imagine. Thank you so much!","Reviewed in Japan on 8 June 2020","2.0 out of 5 stars","Verified Purchase"
"753","Conceal-Correct-Contour-Palette-3CP01","One Star","Faith30","Was to hard to use","Reviewed in the United Kingdom on 8 November 2015","5.0 out of 5 stars","Verified Purchase"
"754","Conceal-Correct-Contour-Palette-3CP01","Face","Samia Zamir","Won’t use anything else so good on your skin and doesn’t look cakey","Reviewed in the United Kingdom on 23 November 2019","5.0 out of 5 stars","Verified Purchase"
"755","Conceal-Correct-Contour-Palette-3CP01","Fehlkauf","charmaine","Ich würde das Produkt wirklich NIEMANDEN empfehlen. Die Textur ist so schlecht verarbeitet, es lässt sich überhaupt nicht sauber auf das Gesicht auftragen. Nachdem ich super enttäuscht wurde habe ich das Produkt zurückgeschickt.","Reviewed in Germany on 27 September 2015","1.0 out of 5 stars","Verified Purchase"
"756","Conceal-Correct-Contour-Palette-3CP01","Corrector que se aplica antes del maquillaje","Miena Safi","Me encanta usar correctores cuando me maquillo, te permite tener un acabado profesional.Está a buen precio porque en una paleta tienes 6 tonos.","Reviewed in Mexico on 14 October 2023","5.0 out of 5 stars","Verified Purchase"
"757","Conceal-Correct-Contour-Palette-3CP01","disappointed","Alejandra Villanueva","product looks like it was already opened the inside is dirty as seen in the photo. i wont be using this i'm scared it might be contaminated","Reviewed in Japan on 11 August 2022","1.0 out of 5 stars","Verified Purchase"
"758","Conceal-Correct-Contour-Palette-3CP01","Bloß nicht! !!","ナオ","Diese concealer palette ist richtig richtig schlecht die Konsistenz ist sehr hart und lässt sich kaum auftragen! Ein totaler Reinfall!","Reviewed in Germany on 28 January 2016","5.0 out of 5 stars","Verified Purchase"
"759","Conceal-Correct-Contour-Palette-3CP01","not worth the money","ナオ","The product is really thick and so it's hard to put on and work with, I'm really disappointed with it and kind of it regret buying it now","Reviewed in the United Kingdom on 26 June 2015","1.0 out of 5 stars","Verified Purchase"
"760","Conceal-Correct-Contour-Palette-3CP01","New to color correcting","Amazon Kunde","I only use a small amount and my healing blemishes vanish. Have tried by itself and with concealer on top and both work well.","Reviewed in the United States on 18 January 2024","1.0 out of 5 stars","Verified Purchase"
"761","Conceal-Correct-Contour-Palette-3CP01","Nice colors","Deborah Flateau","Love it","Reviewed in the United States on 3 December 2023","4.0 out of 5 stars","Verified Purchase"
"762","Conceal-Correct-Contour-Palette-3CP01","Very cakey","Carly","Thought I did enough research on this, but it’s not at creamy as I thought. Makes my skin look dry. Coverage is okay, but will not use","Reviewed in the United States on 1 January 2024","4.0 out of 5 stars","Verified Purchase"
"763","Conceal-Correct-Contour-Palette-3CP01","Difficult Application","ashley friedman","It was smaller than I was anticipating so my contour brush didn’t work for application. I tried using multiple different smaller brushes but they wouldn’t pick up the product at all. The only way I could apply a decent amount at first was by using my finger. Once I covered my face and blended, the coverage was so light it was like I hadn’t applied any at all. I put another application of the highlight and contour and could still barely see a difference. I’ll try other brushes to see if I have more success and will update my review accordingly.Update: when applied in conjunction with the rest of my makeup it created a very smooth natural look and was quite light and comfortable. I only wore it for a few hours but noticed my face was less greasy than when I use my usual makeup. Using a silicone sponge was the best way I found to apply the product.","Reviewed in the United States on 12 June 2023","3.0 out of 5 stars","Verified Purchase"
"764","Conceal-Correct-Contour-Palette-3CP01","Great value","Andrea","Loved this. It is hard to get all of it out to use up once get to bottom.","Reviewed in the United States on 16 August 2023","3.0 out of 5 stars","Verified Purchase"
"765","Conceal-Correct-Contour-Palette-3CP01","Love it!","Tori Sons","10/10 would recommend to anyone!","Reviewed in the United States on 26 December 2023","4.0 out of 5 stars","Verified Purchase"
"766","Conceal-Correct-Contour-Palette-3CP01","Project is not as moist as I was hoping","Delores","It’s a little hard to apply, because of the packaging, it’s hard to get your brush in one particular square. Not as creamy, as I hoped. Not as blend as I as I wished. It is still a nice portable option.","Reviewed in the United States on 16 October 2023","5.0 out of 5 stars","Verified Purchase"
"767","Conceal-Correct-Contour-Palette-3CP01","Used to be more creamy","Kiesha Neil","This is for light skin tones. I have light/Med and I used to be able to blend two or more colors to make my shade but it doesn’t seem like they used to make it. I like it but not love it.","Reviewed in the United States on 20 June 2023","3.0 out of 5 stars","Verified Purchase"
"768","Conceal-Correct-Contour-Palette-3CP01","Love the formula and great intro to cream contour","Amazon Customer","Just looking for an affordable introduction to practice my cream contour. Nyx surprised me with it formula which is easy to apply, easy to work with, and lasts all day. I compare it to other products I've tried such as Colourpop and ABH creams, and Maybelline and Wet 'n Wild liquids.I gave it four stars because I think I can safely assume you will only use 2-3 colors. It's great for finding a match for your medium shade, but there's only going to be one darker shade and one (maybe two) light shade. I wouldn't necessarily buy this again now that I know what colors I actually use and would then look for a larger 3-pan kit from Nyx.Also of note: I use the technique where you apply the contour before foundation. I mention this because I apply the contour a little heavier and lean into the drama. Once you apply foundation, you can blend out and soften it up. I think this technique also helps with the ease of use and product longevity. If you use a different technique, I imagine you might have a different experience with this product (but maybe not!)","Reviewed in the United States on 6 January 2021","4.0 out of 5 stars","Verified Purchase"
"769","Conceal-Correct-Contour-Palette-3CP01","Not for dry under eyes","Dana Johnson","Nice color selection and they work.  But they are very thick and not good for use if you have dry skin or dry under eye area","Reviewed in the United States on 17 June 2023","4.0 out of 5 stars","Verified Purchase"
"770","Conceal-Correct-Contour-Palette-3CP01","Love it","Kay Tomlin","Good stuff for face","Reviewed in the United States on 10 December 2023","4.0 out of 5 stars","Verified Purchase"
"771","Conceal-Correct-Contour-Palette-3CP01","Excelente","Sarsh","Excelente","Reviewed in the United States on 12 December 2023","4.0 out of 5 stars","Verified Purchase"
"772","Conceal-Correct-Contour-Palette-3CP01","Great for a pale complexion","Hilary","I bought this for my daughter for school this year. She's more interested in makeup and learning contouring and at 13 it's a great time to start learning and experimenting with makeup. I went with this shade palette because she has a more pale complexion. And let me say it's not the easiest to find good lighter contour palettes. This is a very good palette for anyone with a lighter complexion.This is cream. Not powder. But that tends to be a personal preference. It's easy to work with. Easy to blend and layer. I've used it a few times also and have been pleasantly surprised by how nice it is. Especially for the price. It's no $90 palette but there have definitely been days where I've preferred this over my more expensive palettes and it's been perfect for my daughter.","Reviewed in the United States on 25 September 2022","5.0 out of 5 stars","Verified Purchase"
"773","Conceal-Correct-Contour-Palette-3CP01","Not bad for the price.","Brandy McLeod","The color pallet isn't bad, gives many choices for balancing the face or contouring. Product covers well and isn't too sheer. Best for those that want to hide some imperfections. Not greasy or too heavy. Can't complain too much with the great pricing and amount of product.","Reviewed in the United States on 21 December 2022","5.0 out of 5 stars","Verified Purchase"
"774","Conceal-Correct-Contour-Palette-3CP01","Daily use","Desi","I use this everyday. it doesn’t break me out which is something I’m prone to. Big a plus is that it’s affordable, and it lasts a while.","Reviewed in the United States on 9 October 2023","4.0 out of 5 stars","Verified Purchase"
"775","Conceal-Correct-Contour-Palette-3CP01","Compromised product","Xolo","I just received these two palettes and I'm disappointed with the condition they came in. The medium palettes box is scratched up and scuffed, and both the medium and light palettes have little bits of dusts on the makeup product itself. I'm still going to keep them because honestly I'm a gremlin and have had good experiences with these palettes in the past and the formula works well for my skin. Hopefully this was just a one time miss and other customers have a better product experience. Try to buy these in store if possible.","Reviewed in the United States on 17 February 2023","5.0 out of 5 stars","Verified Purchase"
"776","Conceal-Correct-Contour-Palette-3CP01","Not super impressed.....","Xolo","First of all, this pallet is WAY smaller than it looks. The squares are so small you can't even stick your finger in them to put the product on your fingertip. The colors get a bit muddy and don't spread the same way the NYX contour stick does. I wish I had better news because I so wanted to love this pallet. I was less than impressed, that's for sure. I would go with the double ended contour/highlighting stick from NYX for sure! I love the stick and this just didn't even come close to measuring up.","Reviewed in the United States on 31 March 2023","3.0 out of 5 stars","Verified Purchase"
"777","Conceal-Correct-Contour-Palette-3CP01","Smoothness","Kindle Customer","I have been trying variety of undereye concealers. This one is the best. Creamy, blends well, stays on.","Reviewed in the United States on 18 September 2023","3.0 out of 5 stars","Verified Purchase"
"778","Conceal-Correct-Contour-Palette-3CP01","Good for the price","EM","This needs to be warmed up when applying and sometimes it does not apply as nicely as I hope.","Reviewed in the United States on 1 March 2023","3.0 out of 5 stars","Verified Purchase"
"779","Conceal-Correct-Contour-Palette-3CP01","Great product","AmazonAddict","This is such a good product. I love how it goes on my face so smooth. And you can’t beat the value for your money. Buy this product & give it a try, I don’t think you will regret it.","Reviewed in the United States on 16 November 2022","5.0 out of 5 stars","Verified Purchase"
"780","Conceal-Correct-Contour-Palette-3CP01","Great for dark spots and contouring!","angie albright","I love this pallet. It is simple, works well for what I needed. I have dark pigment around the outer edges of my eye and under eye. This worked well for hiding that with still looking natural. I don’t like heavy makeup and I found this to be light and blendable with a foundation brush. Overall I would buy again. Overall the price is great, and the overall quality is good too!","Reviewed in the United States on 6 March 2023","4.0 out of 5 stars","Verified Purchase"
"781","Conceal-Correct-Contour-Palette-3CP01","Conceal,Correct,Contour","Jodie","Feels a bit waxy to me and makes it hard to blend.Does cover though,it’s a process it takes time to work with it.","Reviewed in the United States on 18 July 2023","4.0 out of 5 stars","Verified Purchase"
"782","Conceal-Correct-Contour-Palette-3CP01","Amazing coverage!","Heather C.","Amazing at covering imperfections. I use a small brush and apply to inner eye corners. It melts. Just fantastic. Lasts all day. I love this! Wish I had this years ago.","Reviewed in the United States on 4 August 2023","3.0 out of 5 stars","Verified Purchase"
"783","Conceal-Correct-Contour-Palette-3CP01","Recommended","Lauren Palm","The texture is fantastic I prefer to use creamy contouring then layer finishing powder on top to look poreless and perfect . Very blendy ( just be sure you always hydrate before any makeup goes on I use oil type primers ) makes it so easy especially if you find yourself looking crazy when you attempt to contour - then you should try this and you’ll love contouring when you thought you could t get it right .","Reviewed in the United States on 8 March 2023","5.0 out of 5 stars","Verified Purchase"
"784","Conceal-Correct-Contour-Palette-3CP01","Good value","Janet","This was $3 here and I had to try it!  It is an alright concealer/foundation. You have to use a lot to cover well. The tints are very nice and are easy to use. It would be great for a teenager just starting out with cosmetics.","Reviewed in the United States on 9 November 2022","5.0 out of 5 stars","Verified Purchase"
"785","Conceal-Correct-Contour-Palette-3CP01","Thick","Josselyn","Hard to apply evenly, will be trash. I wanted to have fun with this but no.","Reviewed in the United States on 4 July 2023","4.0 out of 5 stars","Verified Purchase"
"786","Conceal-Correct-Contour-Palette-3CP01","Absolutely love","Julie Martin","This my Go-To, on the run quick compact when I want a little coverage without the full face look. It's very creamy, and long lasting and excellent coverage. A little goes a long way and very light on the face. It does make my face a little oily after a few hours of use.","Reviewed in the United States on 30 July 2022","3.0 out of 5 stars","Verified Purchase"
"787","Conceal-Correct-Contour-Palette-3CP01","It is oddly oily and dry at the same time??","Tay Nicole","Thick and creamy. I will say it would be good for mortuary school.","Reviewed in the United States on 20 January 2023","4.0 out of 5 stars","Verified Purchase"
"788","Conceal-Correct-Contour-Palette-3CP01","A little secret","Loretta M. Spradlin","I love that this little compact contains everything I need to get my day started. I carry one in my travel bag and I keep it in my office. The lovely concealer and highlighters blend nicely, and the contour is not too dark.","Reviewed in the United States on 13 May 2023","4.0 out of 5 stars","Verified Purchase"
"789","Conceal-Correct-Contour-Palette-3CP01","True to discription","Diana Kearns","Hard to spread but once on easy to manipulate. Colors are true to package and blending is good.","Reviewed in the United States on 25 December 2022","5.0 out of 5 stars","Verified Purchase"
"790","Conceal-Correct-Contour-Palette-3CP01","ONLY THING NEEDED","Collini","This is my favorite stuff .  Alot of the time i only where this no base , foundation . If your in to mostly the natural look perfect for you . If your into the more make up holds up well with foundation , powders an all also .. SO BUY  THIS !!!!","Reviewed in the United States on 13 April 2023","4.0 out of 5 stars","Verified Purchase"
"791","Conceal-Correct-Contour-Palette-3CP01","works well in a pinch","Tiffany","For the price , it’s not bad . Not meant for skins that has pitted scars though , it covers freckles though I give it that . Mine was to dry so I mixed a bit of oil in mine so I wouldn’t waist it , it does well in some things .","Reviewed in the United States on 28 March 2023","4.0 out of 5 stars","Verified Purchase"
"792","Conceal-Correct-Contour-Palette-3CP01","Better than Seint makeup!","JillyT","I absolutely LOVE this concealer kit for my mature, dry skin. I use it to cover age spots and dark under eye circles and as a contour (which I never thought I’d do!) this kit blows pricey Seint makeup kits out of the water!  It doesn’t settle into my fine lines and is easy toblend with a sponge and setting spray. I am pleasantly surprised and impressed with this kit!","Reviewed in the United States on 18 February 2023","3.0 out of 5 stars","Verified Purchase"
"793","Conceal-Correct-Contour-Palette-3CP01","Doesn't blend well","Emily Thomas","Looks caked on when applied even in small amounts.","Reviewed in the United States on 20 January 2023","5.0 out of 5 stars","Verified Purchase"
"794","Conceal-Correct-Contour-Palette-3CP01","Satisfied","René","I apply with my finger and found if i add a bit of moisturizer to my brush it smooths out better. A creamy makeup that is great for older skin. Doesn’t look or feel cakey. Long lasting and natural looking if applied correctly.","Reviewed in the United States on 15 October 2022","4.0 out of 5 stars","Verified Purchase"
"795","Conceal-Correct-Contour-Palette-3CP01","Very hard to use and dry","brian magkasi","Very dry and hard to use, hard to blend, hard to spread. It's almost like clay. Do not recommend. The shades are good but that's it","Reviewed in the United States on 8 November 2023","4.0 out of 5 stars","Verified Purchase"
"796","Conceal-Correct-Contour-Palette-3CP01","Works well for my dark circle","Chanel","Very pleased with the value at its price. Plan to buy regularly.","Reviewed in the United States on 23 December 2022","2.0 out of 5 stars","Verified Purchase"
"797","Conceal-Correct-Contour-Palette-3CP01","Sticky, not well pigmented","Emily","The coverage is extremely light. It's hard to get out, almost waxy.","Reviewed in the United States on 30 November 2023","4.0 out of 5 stars","Verified Purchase"
